Job;Date;Time;Status;Text;Batch/Info;User;Device;Sg;R/L;Option;Type;DM;Lens description;Blank description;Bcrv;Index;Reason;Reason Descr;Dep BR/RM;
2605001396;16.05.2026;09:09;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;70;Bifocal Flaptop (/BLANCO);1.49 SF FLAT TOP BLUE SHMC;6,000000;1,498000;;;;
2605001396;16.05.2026;09:09;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;70;Bifocal Flaptop (/BLANCO);1.49 SF FLAT TOP BLUE SHMC;6,000000;1,498000;;;;
269166;16.05.2026;09:09;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;R;;;75;Prog NOMAX ACT Poly (/TRANSCLEAR);VS 1.59 POLY SF SV PHOTOGRAY HC;6,000000;1,590000;;;;
269166;16.05.2026;09:09;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;L;;;75;Prog NOMAX ACT Poly (/TRANSCLEAR);VS 1.59 POLY SF SV PHOTOGRAY HC;6,000000;1,590000;;;;
267842;16.05.2026;09:09;TRAC;Trazado;;LENSWARE;;;R;;;75;Vision Sencilla Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267842;16.05.2026;09:09;TRAC;Trazado;;LENSWARE;;;L;;;75;Vision Sencilla Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
2605001386;16.05.2026;09:09;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;75;Prog NOMAX ACT Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;6,000000;1,670000;;;;
2605001386;16.05.2026;09:09;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;75;Prog NOMAX ACT Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;6,000000;1,670000;;;;
266556;16.05.2026;09:09;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266556;16.05.2026;09:09;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001238;16.05.2026;09:09;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;77;Prog NOMAX PLS Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
2605001238;16.05.2026;09:09;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;77;Prog NOMAX PLS Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
261898;16.05.2026;09:09;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 2;;R;;;0;1.49 VS PLASTICO TERM;;0,000000;1,498000;;;;
261898;16.05.2026;09:09;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 2;;L;;;0;1.49 VS PLASTICO TERM;;0,000000;1,498000;;;;
265762;16.05.2026;09:09;TRAC;Trazado;;LENSWARE;;;R;;;75;Vision Sencilla Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;;;;
265762;16.05.2026;09:09;TRAC;Trazado;;LENSWARE;;;L;;;75;Vision Sencilla Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;;;;
269457;16.05.2026;09:09;PRNT;Impreso;;CONTROL;;;R;;;75;Prog NOMAX PLS Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
269457;16.05.2026;09:09;PRNT;Impreso;;CONTROL;;;L;;;75;Prog NOMAX PLS Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
269457;16.05.2026;09:09;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX PLS Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
269457;16.05.2026;09:09;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX PLS Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
2605001396;16.05.2026;09:09;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;70;Bifocal Flaptop (/BLANCO);1.49 SF FLAT TOP BLUE SHMC;6,000000;1,498000;;;;
2605001396;16.05.2026;09:09;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;70;Bifocal Flaptop (/BLANCO);1.49 SF FLAT TOP BLUE SHMC;6,000000;1,498000;;;;
267962;16.05.2026;09:09;TRAC;Trazado;;LENSWARE;;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267962;16.05.2026;09:09;TRAC;Trazado;;LENSWARE;;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266575;16.05.2026;09:10;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266575;16.05.2026;09:10;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
262807;16.05.2026;09:10;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;75;Bifocal Invisible FF Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
262807;16.05.2026;09:10;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;75;Bifocal Invisible FF Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
2605001224;16.05.2026;09:10;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;R;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001224;16.05.2026;09:10;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;L;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001224;16.05.2026;09:10;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;R;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001224;16.05.2026;09:10;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;L;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001224;16.05.2026;09:10;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;R;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001224;16.05.2026;09:10;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;L;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
269634;16.05.2026;09:10;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;R;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
269634;16.05.2026;09:10;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;L;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
2605001390;16.05.2026;09:10;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Vision Sencilla Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
2605001390;16.05.2026;09:10;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Vision Sencilla Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267366;16.05.2026;09:11;PKRX;RX Pick Validation;;WENDY;;;R;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
267366;16.05.2026;09:11;PKRX;RX Pick Validation;;WENDY;;;L;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
267915;16.05.2026;09:11;TRAC;Trazado;;LENSWARE;;;R;;;0;1.49 VS PLASTICO TERM;;0,000000;1,498000;;;;
267915;16.05.2026;09:11;TRAC;Trazado;;LENSWARE;;;L;;;0;1.49 VS PLASTICO TERM;;0,000000;1,498000;;;;
269508;16.05.2026;09:11;PRNT;Impreso;;CONTROL;;;R;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
269508;16.05.2026;09:11;PRNT;Impreso;;CONTROL;;;L;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
269508;16.05.2026;09:11;PREP;Calculado;;LC_CENTRAL;;;R;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
269508;16.05.2026;09:11;PREP;Calculado;;LC_CENTRAL;;;L;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
257528;16.05.2026;09:11;SPOL;Free Form Pulido;SERVER;SERVER;ccp modulo K;;R;;;75;Vision Sencilla Essential (/BLUE CRYSTAL);VS 1.56 VS SF BLUE CUT BLUE SHMC;0,500000;1,560000;;;;
257528;16.05.2026;09:11;SPOL;Free Form Pulido;SERVER;SERVER;ccp modulo K;;L;;;75;Vision Sencilla Essential (/BLUE CRYSTAL);VS 1.56 VS SF BLUE CUT BLUE SHMC;0,500000;1,560000;;;;
2605001390;16.05.2026;09:11;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Vision Sencilla Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
2605001390;16.05.2026;09:11;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Vision Sencilla Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267366;16.05.2026;09:11;BREA;Quiebra;;WENDY F;;;R;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;5548;Rayado;SURF;
267366;16.05.2026;09:11;BREA;Quiebra;;WENDY F;;;L;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;5548;Rayado;SURF;
267366;16.05.2026;09:11;WHRX;Solicitud de Bases (Blank) en Almacén;;WENDY F;;;R;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
267366;16.05.2026;09:11;WHRX;Solicitud de Bases (Blank) en Almacén;;WENDY F;;;L;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
267366;16.05.2026;09:11;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
267366;16.05.2026;09:11;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);2,000000;1,590000;;;;
2605000826;16.05.2026;09:11;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;70;Prog NOMAX ACT Essential (/TRANSCLEAR);VS BVS 1.56 FOTO ANTIRRISCO HC;2,000000;1,560000;;;;
2605000826;16.05.2026;09:11;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;70;Prog NOMAX ACT Essential (/TRANSCLEAR);VS BVS 1.56 FOTO ANTIRRISCO HC;2,000000;1,560000;;;;
2605001142;16.05.2026;09:11;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267816;16.05.2026;09:11;TRAC;Trazado;;LENSWARE;;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267816;16.05.2026;09:11;TRAC;Trazado;;LENSWARE;;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001395;16.05.2026;09:12;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;70;Vision Sencilla Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;2,000000;1,498000;;;;
2605001395;16.05.2026;09:12;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;70;Vision Sencilla Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;2,000000;1,498000;;;;
265344;16.05.2026;09:12;TRAC;Trazado;;LENSWARE;;;R;;;0;1.59 VS POLICARBONATO TERM;;0,000000;1,590000;;;;
265344;16.05.2026;09:12;TRAC;Trazado;;LENSWARE;;;L;;;0;1.59 VS POLICARBONATO TERM;;0,000000;1,590000;;;;
269634;16.05.2026;09:12;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;R;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
269634;16.05.2026;09:12;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;L;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
268780;16.05.2026;09:12;BREA;Quiebra;;WENDY F;;;L;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;5557;Rx;SURF;
268780;16.05.2026;09:12;WHRX;Solicitud de Bases (Blank) en Almacén;;WENDY F;;;R;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
268780;16.05.2026;09:12;WHRX;Solicitud de Bases (Blank) en Almacén;;WENDY F;;;L;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
267016;16.05.2026;09:12;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267016;16.05.2026;09:12;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
268780;16.05.2026;09:12;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
268780;16.05.2026;09:12;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001333;16.05.2026;09:12;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;R;;;75;Prog NOMAX STR Superior (/BLUE CRYSTAL);VS 1.67 SF VS BLUE CUT CLEAR BLUE SHMC;6,000000;1,670000;;;;
2605001333;16.05.2026;09:12;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;L;;;75;Prog NOMAX STR Superior (/BLUE CRYSTAL);VS 1.67 SF VS BLUE CUT CLEAR BLUE SHMC;6,000000;1,670000;;;;
2605001333;16.05.2026;09:12;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;R;;;75;Prog NOMAX STR Superior (/BLUE CRYSTAL);VS 1.67 SF VS BLUE CUT CLEAR BLUE SHMC;6,000000;1,670000;;;;
2605001333;16.05.2026;09:12;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;L;;;75;Prog NOMAX STR Superior (/BLUE CRYSTAL);VS 1.67 SF VS BLUE CUT CLEAR BLUE SHMC;6,000000;1,670000;;;;
2605001333;16.05.2026;09:12;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;R;;;75;Prog NOMAX STR Superior (/BLUE CRYSTAL);VS 1.67 SF VS BLUE CUT CLEAR BLUE SHMC;6,000000;1,670000;;;;
2605001333;16.05.2026;09:12;SBLK;Free Form Bloqueo;SERVER;SERVER;BLOQUEADORA BOND 2B;;L;;;75;Prog NOMAX STR Superior (/BLUE CRYSTAL);VS 1.67 SF VS BLUE CUT CLEAR BLUE SHMC;6,000000;1,670000;;;;
2605001395;16.05.2026;09:12;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;70;Vision Sencilla Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;2,000000;1,498000;;;;
2605001395;16.05.2026;09:12;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;70;Vision Sencilla Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;2,000000;1,498000;;;;
266921;16.05.2026;09:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266921;16.05.2026;09:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
269468;16.05.2026;09:13;PRNT;Impreso;;CONTROL;;;R;;;75;Prog NOMAX PLT Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;;;;
269468;16.05.2026;09:13;PRNT;Impreso;;CONTROL;;;L;;;75;Prog NOMAX PLT Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;;;;
269468;16.05.2026;09:13;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX PLT Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;;;;
269468;16.05.2026;09:13;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX PLT Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;;;;
267812;16.05.2026;09:13;TRAC;Trazado;;LENSWARE;;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267812;16.05.2026;09:13;TRAC;Trazado;;LENSWARE;;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
265134;16.05.2026;09:13;PRNT;Impreso;;CONTROL;;;R;;;70;Bifocal Invisible (/TRANSCLEAR GREEN);1.56 Photogrey Round-top Invisible SF Green SHMC;6,000000;1,560000;;;;
265134;16.05.2026;09:13;PRNT;Impreso;;CONTROL;;;L;;;70;Bifocal Invisible (/TRANSCLEAR GREEN);1.56 Photogrey Round-top Invisible SF Green SHMC;6,000000;1,560000;;;;
265134;16.05.2026;09:13;PREP;Calculado;;LC_CENTRAL;;;R;;;70;Bifocal Invisible (/TRANSCLEAR GREEN);1.56 Photogrey Round-top Invisible SF Green SHMC;6,000000;1,560000;;;;
265134;16.05.2026;09:13;PREP;Calculado;;LC_CENTRAL;;;L;;;70;Bifocal Invisible (/TRANSCLEAR GREEN);1.56 Photogrey Round-top Invisible SF Green SHMC;6,000000;1,560000;;;;
267818;16.05.2026;09:13;TRAC;Trazado;;LENSWARE;;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267818;16.05.2026;09:13;TRAC;Trazado;;LENSWARE;;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267015;16.05.2026;09:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267015;16.05.2026;09:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266967;16.05.2026;09:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 2;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266967;16.05.2026;09:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 2;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
268584;16.05.2026;09:13;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;R;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
268584;16.05.2026;09:13;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;L;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
235941;16.05.2026;09:13;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;70;Bifocal Kriptop (/TRANSCLEAR);1.56 KRIPTOP V1 TRANSCLEAR HC;6,000000;1,560000;;;;
235941;16.05.2026;09:13;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;70;Bifocal Kriptop (/TRANSCLEAR);1.56 KRIPTOP V1 TRANSCLEAR HC;6,000000;1,560000;;;;
2605001386;16.05.2026;09:14;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Prog NOMAX ACT Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;6,000000;1,670000;;;;
2605001386;16.05.2026;09:14;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Prog NOMAX ACT Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;6,000000;1,670000;;;;
265337;16.05.2026;09:14;TRAC;Trazado;;LENSWARE;;;R;;;0;1.49 VS PLASTICO TERM;;0,000000;1,498000;;;;
265337;16.05.2026;09:14;TRAC;Trazado;;LENSWARE;;;L;;;0;1.49 VS PLASTICO TERM;;0,000000;1,498000;;;;
269467;16.05.2026;09:14;PRNT;Impreso;;CONTROL;;;R;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
269467;16.05.2026;09:14;PRNT;Impreso;;CONTROL;;;L;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
269467;16.05.2026;09:14;PREP;Calculado;;LC_CENTRAL;;;R;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
269467;16.05.2026;09:14;PREP;Calculado;;LC_CENTRAL;;;L;;;77;Vision Sencilla Basic (/POLARIZADO GRIS);BVS CR-39 POLAIZADO CINZA ORGALINE;4,000000;1,498000;;;;
267032;16.05.2026;09:14;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
267032;16.05.2026;09:14;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001280;16.05.2026;09:14;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;70;Bifocal Kriptop (/BLANCO);1.49 Round-top SF UC;6,000000;1,498000;;;;
255817;16.05.2026;09:14;SPOL;Free Form Pulido;SERVER;SERVER;ccp modulo K;;R;;;70;Vision Sencilla Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;6,000000;1,498000;;;;
255817;16.05.2026;09:14;SPOL;Free Form Pulido;SERVER;SERVER;ccp modulo K;;L;;;70;Vision Sencilla Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;6,000000;1,498000;;;;
266549;16.05.2026;09:15;PRNT;Impreso;;CONTROL;;;R;;;75;BIFOCAL NOMAX Superior (/TRANSCLEAR GREEN);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;2,000000;1,670000;;;;
266549;16.05.2026;09:15;PRNT;Impreso;;CONTROL;;;L;;;75;BIFOCAL NOMAX Superior (/TRANSCLEAR GREEN);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;2,000000;1,670000;;;;
266549;16.05.2026;09:15;PREP;Calculado;;LC_CENTRAL;;;R;;;75;BIFOCAL NOMAX Superior (/TRANSCLEAR GREEN);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;2,000000;1,670000;;;;
266549;16.05.2026;09:15;PREP;Calculado;;LC_CENTRAL;;;L;;;75;BIFOCAL NOMAX Superior (/TRANSCLEAR GREEN);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;2,000000;1,670000;;;;
2605001396;16.05.2026;09:15;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;70;Bifocal Flaptop (/BLANCO);1.49 SF FLAT TOP BLUE SHMC;6,000000;1,498000;;;;
2605001396;16.05.2026;09:15;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;70;Bifocal Flaptop (/BLANCO);1.49 SF FLAT TOP BLUE SHMC;6,000000;1,498000;;;;
259125;16.05.2026;09:15;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX PLS Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
266563;16.05.2026;09:15;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
266563;16.05.2026;09:15;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 5;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
268584;16.05.2026;09:15;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;R;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
268584;16.05.2026;09:15;SGEN;Free Form Generado;SERVER;SERVER;HSC SMART XP2;;L;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
267470;16.05.2026;09:15;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
267470;16.05.2026;09:15;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
2605001224;16.05.2026;09:15;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
2605001224;16.05.2026;09:15;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Prog NOMAX PLT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
263874;16.05.2026;09:16;BREA;Quiebra;;WENDY F;;;L;;;75;Prog NOMAX STR Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;4,000000;1,560000;5505;Astillado;SURF;
